time,tcp,udp,icmp,bitrate
1,0,79870,0,943104960.00
2,0,80099,0,945808992.00
3,0,80015,0,944817120.00
4,0,80043,0,945147744.00
5,0,79989,0,944510112.00
6,0,79799,0,942266592.00
7,0,79976,0,944356608.00
8,0,79974,0,944332992.00
9,0,79912,0,943600896.00
10,0,79903,0,943494624.00
11,0,79867,0,943069536.00
12,0,79840,0,942750720.00
13,0,79814,0,942443712.00
14,0,79883,0,943258464.00
15,0,79887,0,943305696.00
16,0,79640,0,940389120.00
17,0,79778,0,942018624.00
18,0,79743,0,941605344.00
19,0,79746,0,941640768.00
20,0,79824,0,942561792.00
21,0,79845,0,942809760.00
22,0,79820,0,942514560.00
23,0,79763,0,941841504.00
24,0,79782,0,942065856.00
25,0,79707,0,941180256.00
26,0,79645,0,940448160.00
27,0,79647,0,940471776.00
28,0,79728,0,941428224.00
29,0,79706,0,941168448.00
30,0,79635,0,940330080.00
31,0,79582,0,939704256.00
32,0,79581,0,939692448.00
33,0,79537,0,939172896.00
34,0,79597,0,939881376.00
35,0,79564,0,939491712.00
36,0,79611,0,940046688.00
37,0,79601,0,939928608.00
38,0,79693,0,941014944.00
39,0,79673,0,940778784.00
40,0,79704,0,941144832.00
41,0,79807,0,942361056.00
42,0,79712,0,941239296.00
43,0,79803,0,942313824.00
44,0,79806,0,942349248.00
45,0,79786,0,942113088.00
46,0,79536,0,939161088.00
47,0,79609,0,940023072.00
48,0,79691,0,940991328.00
49,0,79664,0,940672512.00
50,0,79730,0,941451840.00
51,0,79832,0,942656256.00
52,0,79820,0,942514560.00
53,0,79764,0,941853312.00
54,0,79730,0,941451840.00
55,0,79694,0,941026752.00
56,0,79688,0,940955904.00
57,0,79766,0,941876928.00
58,0,79646,0,940459968.00
59,0,79716,0,941286528.00
60,0,77048,0,909782784.00
