time,tcp,udp,icmp,bitrate
1,20787,0,0,332292768.00
2,11391,0,0,257015008.00
3,11416,0,0,252553984.00
4,12902,0,0,256068160.00
5,13543,0,0,273073696.00
6,16021,0,0,302995040.00
7,14623,0,0,281434848.00
8,14718,0,0,275682368.00
9,16812,0,0,300787200.00
10,20225,0,0,328224672.00
11,24300,0,0,338260352.00
12,19623,0,0,315544608.00
13,19163,0,0,321052576.00
14,17689,0,0,304534560.00
15,14184,0,0,283395264.00
16,15494,0,0,302451456.00
17,20627,0,0,326874400.00
18,18865,0,0,312101600.00
19,14653,0,0,279732896.00
20,19634,0,0,324318272.00
21,19387,0,0,309978784.00
22,13298,0,0,263125376.00
23,19949,0,0,318912160.00
24,14375,0,0,281111584.00
25,14393,0,0,286355040.00
26,18410,0,0,306178240.00
27,13002,0,0,275929984.00
28,12244,0,0,262571072.00
29,13371,0,0,277705248.00
30,13137,0,0,265062432.00
31,15006,0,0,284490176.00
32,19391,0,0,305891296.00
33,12891,0,0,270821600.00
34,13555,0,0,268375584.00
35,18812,0,0,303692736.00
36,18438,0,0,300710656.00
37,12063,0,0,265635040.00
38,13398,0,0,280658816.00
39,14945,0,0,284569056.00
40,13603,0,0,274141216.00
41,15638,0,0,283455680.00
42,22431,0,0,327613280.00
43,13299,0,0,270620640.00
44,20957,0,0,318798624.00
45,17237,0,0,306790752.00
46,20834,0,0,319732096.00
47,13738,0,0,272367104.00
48,15295,0,0,297700320.00
49,11837,0,0,267591392.00
50,12799,0,0,278915296.00
51,15924,0,0,292459584.00
52,14011,0,0,292057632.00
53,14762,0,0,294211904.00
54,12034,0,0,270233408.00
55,11537,0,0,262473888.00
56,17960,0,0,306709248.00
57,12552,0,0,276379904.00
58,14703,0,0,272942304.00
59,18556,0,0,301582208.00
60,20733,0,0,316495584.00
