time,tcp,udp,icmp,bitrate
1,14538,0,0,299609536.00
2,13425,0,0,286635808.00
3,17027,0,0,310549280.00
4,14113,0,0,291277600.00
5,11679,0,0,276329504.00
6,12476,0,0,290063744.00
7,12884,0,0,291913152.00
8,14853,0,0,287855392.00
9,13305,0,0,277249184.00
10,13189,0,0,282182048.00
11,13420,0,0,286517888.00
12,13524,0,0,302964096.00
13,12490,0,0,268453824.00
14,11309,0,0,271518816.00
15,10885,0,0,251302112.00
16,13255,0,0,284781152.00
17,15404,0,0,294444224.00
18,13933,0,0,283812128.00
19,13826,0,0,279574208.00
20,15030,0,0,278847168.00
21,13813,0,0,272606816.00
22,14735,0,0,278261088.00
23,16383,0,0,288283360.00
24,14284,0,0,288464320.00
25,15653,0,0,283682016.00
26,18360,0,0,318841920.00
27,16026,0,0,293058048.00
28,13777,0,0,287535200.00
29,11945,0,0,277934496.00
30,12806,0,0,286123456.00
31,12889,0,0,299722848.00
32,13331,0,0,282322208.00
33,11851,0,0,263959840.00
34,12198,0,0,268853632.00
35,14233,0,0,270800672.00
36,13742,0,0,286987776.00
37,13951,0,0,281525984.00
38,13147,0,0,273186976.00
39,15206,0,0,303049856.00
40,17421,0,0,308940832.00
41,10727,0,0,276837024.00
42,13184,0,0,274963136.00
43,13564,0,0,285801664.00
44,17386,0,0,310316352.00
45,16508,0,0,306556992.00
46,14180,0,0,308658304.00
47,14425,0,0,306455008.00
48,13170,0,0,297928384.00
49,13384,0,0,298168000.00
50,15505,0,0,313055392.00
51,17180,0,0,318490048.00
52,14727,0,0,291915296.00
53,15456,0,0,282453248.00
54,13602,0,0,276561856.00
55,12117,0,0,265784928.00
56,11811,0,0,285558944.00
57,13183,0,0,277615456.00
58,12901,0,0,277266464.00
59,16264,0,0,309687424.00
60,14479,0,0,277960352.00
