time,tcp,udp,icmp,bitrate
1,0,81810,0,966012480.00
2,0,81975,0,967960800.00
3,0,82027,0,968574816.00
4,0,82001,0,968267808.00
5,0,81879,0,966827232.00
6,0,81897,0,967039776.00
7,0,81995,0,968196960.00
8,0,81978,0,967996224.00
9,0,81974,0,967948992.00
10,0,81972,0,967925376.00
11,0,81996,0,968208768.00
12,0,82002,0,968279616.00
13,0,81984,0,968067072.00
14,0,81952,0,967689216.00
15,0,82025,0,968551200.00
16,0,81985,0,968078880.00
17,0,81977,0,967984416.00
18,0,81987,0,968102496.00
19,0,81985,0,968078880.00
20,0,81963,0,967819104.00
21,0,81916,0,967264128.00
22,0,81906,0,967146048.00
23,0,81993,0,968173344.00
24,0,81984,0,968067072.00
25,0,81993,0,968173344.00
26,0,82002,0,968279616.00
27,0,81788,0,965752704.00
28,0,81983,0,968055264.00
29,0,82023,0,968527584.00
30,0,81967,0,967866336.00
31,0,81985,0,968078880.00
32,0,81989,0,968126112.00
33,0,82005,0,968315040.00
34,0,82000,0,968256000.00
35,0,81998,0,968232384.00
36,0,81979,0,968008032.00
37,0,81985,0,968078880.00
38,0,81982,0,968043456.00
39,0,81998,0,968232384.00
40,0,81975,0,967960800.00
41,0,81947,0,967630176.00
42,0,82004,0,968303232.00
43,0,82002,0,968279616.00
44,0,81983,0,968055264.00
45,0,81976,0,967972608.00
46,0,81986,0,968090688.00
47,0,81983,0,968055264.00
48,0,81988,0,968114304.00
49,0,81976,0,967972608.00
50,0,81889,0,966945312.00
51,0,81891,0,966968928.00
52,0,81987,0,968102496.00
53,0,82027,0,968574816.00
54,0,81968,0,967878144.00
55,0,82018,0,968468544.00
56,0,81977,0,967984416.00
57,0,81756,0,965374848.00
58,0,81646,0,964075968.00
59,0,81778,0,965634624.00
60,0,76325,0,901245600.00
