time,tcp,udp,icmp,bitrate
1,0,78547,0,927482976.00
2,0,78477,0,926656416.00
3,0,78328,0,924897024.00
4,0,78413,0,925900704.00
5,0,78513,0,927081504.00
6,0,78467,0,926538336.00
7,0,78467,0,926538336.00
8,0,78451,0,926349408.00
9,0,78440,0,926219520.00
10,0,78369,0,925381152.00
11,0,78438,0,926195904.00
12,0,78407,0,925829856.00
13,0,78470,0,926573760.00
14,0,78364,0,925322112.00
15,0,78445,0,926278560.00
16,0,78471,0,926585568.00
17,0,78553,0,927553824.00
18,0,78522,0,927187776.00
19,0,78536,0,927353088.00
20,0,78593,0,928026144.00
21,0,78656,0,928770048.00
22,0,78666,0,928888128.00
23,0,78666,0,928888128.00
24,0,78661,0,928829088.00
25,0,78660,0,928817280.00
26,0,78681,0,929065248.00
27,0,78584,0,927919872.00
28,0,78549,0,927506592.00
29,0,78422,0,926006976.00
30,0,78361,0,925286688.00
31,0,78332,0,924944256.00
32,0,78405,0,925806240.00
33,0,78410,0,925865280.00
34,0,78463,0,926491104.00
35,0,78462,0,926479296.00
36,0,78371,0,925404768.00
37,0,78363,0,925310304.00
38,0,78296,0,924519168.00
39,0,78412,0,925888896.00
40,0,78274,0,924259392.00
41,0,78394,0,925676352.00
42,0,78411,0,925877088.00
43,0,78300,0,924566400.00
44,0,78308,0,924660864.00
45,0,78343,0,925074144.00
46,0,78389,0,925617312.00
47,0,78442,0,926243136.00
48,0,78497,0,926892576.00
49,0,78505,0,926987040.00
50,0,78501,0,926939808.00
51,0,78609,0,928215072.00
52,0,78590,0,927990720.00
53,0,78595,0,928049760.00
54,0,78639,0,928569312.00
55,0,78701,0,929301408.00
56,0,78637,0,928545696.00
57,0,78590,0,927990720.00
58,0,78540,0,927400320.00
59,0,78536,0,927353088.00
60,0,76049,0,897986592.00
