time,tcp,udp,icmp,bitrate
1,13648,0,0,281562112.00
2,12047,0,0,262326944.00
3,13899,0,0,276893920.00
4,15396,0,0,298240448.00
5,13175,0,0,268495520.00
6,16110,0,0,291714496.00
7,15175,0,0,288939232.00
8,15364,0,0,304111808.00
9,11052,0,0,257464768.00
10,13563,0,0,276313952.00
11,15018,0,0,300457920.00
12,18484,0,0,318430144.00
13,11744,0,0,277410688.00
14,10323,0,0,260393440.00
15,11743,0,0,254694048.00
16,15505,0,0,296814624.00
17,14943,0,0,299349408.00
18,14570,0,0,287123712.00
19,16724,0,0,300229312.00
20,20519,0,0,323226848.00
21,14279,0,0,279577312.00
22,12149,0,0,264489248.00
23,22090,0,0,321667840.00
24,14749,0,0,292978592.00
25,11368,0,0,260063616.00
26,13187,0,0,274558944.00
27,10554,0,0,241850880.00
28,12028,0,0,267960448.00
29,21493,0,0,320979296.00
30,14332,0,0,289920704.00
31,14501,0,0,292852256.00
32,13007,0,0,289902368.00
33,11208,0,0,267190720.00
34,15543,0,0,300548896.00
35,16575,0,0,287737696.00
36,17482,0,0,307274944.00
37,17412,0,0,309122432.00
38,12197,0,0,270220128.00
39,14807,0,0,287280224.00
40,19906,0,0,326725056.00
41,20912,0,0,320621760.00
42,17589,0,0,307423712.00
43,13630,0,0,281716800.00
44,12060,0,0,279001728.00
45,16754,0,0,309763840.00
46,18955,0,0,313679712.00
47,17272,0,0,300781632.00
48,14429,0,0,288038112.00
49,13503,0,0,279289248.00
50,13217,0,0,287186400.00
51,19034,0,0,314048512.00
52,12954,0,0,271484928.00
53,13137,0,0,273993696.00
54,13365,0,0,285904224.00
55,15924,0,0,293617984.00
56,17583,0,0,297262048.00
57,12624,0,0,272216448.00
58,11524,0,0,264681024.00
59,15512,0,0,298925824.00
60,14789,0,0,277985064.00
