time,tcp,udp,icmp,bitrate
1,15543,0,0,281678560.00
2,16794,0,0,289462144.00
3,12631,0,0,258793504.00
4,20107,0,0,316753760.00
5,11949,0,0,261799648.00
6,17479,0,0,296616416.00
7,12420,0,0,264266048.00
8,14256,0,0,258855552.00
9,12804,0,0,262387008.00
10,14053,0,0,271930528.00
11,14333,0,0,277086048.00
12,22547,0,0,331287328.00
13,17271,0,0,291212832.00
14,14710,0,0,276953280.00
15,13630,0,0,274905408.00
16,13920,0,0,258449344.00
17,17035,0,0,296037856.00
18,13848,0,0,258616320.00
19,12423,0,0,258232032.00
20,15266,0,0,275412224.00
21,13791,0,0,277358688.00
22,16926,0,0,301054720.00
23,12882,0,0,264203392.00
24,12855,0,0,254924960.00
25,12619,0,0,260445024.00
26,14677,0,0,267683936.00
27,16300,0,0,293531136.00
28,12569,0,0,276479648.00
29,14893,0,0,270171680.00
30,13816,0,0,263352448.00
31,17003,0,0,288460192.00
32,15554,0,0,289015808.00
33,12956,0,0,250565056.00
34,18642,0,0,304815168.00
35,14641,0,0,270298528.00
36,12379,0,0,249270880.00
37,12380,0,0,248124480.00
38,12895,0,0,259598368.00
39,12051,0,0,264842336.00
40,14352,0,0,276387328.00
41,18065,0,0,295875552.00
42,11448,0,0,255034688.00
43,13499,0,0,272823712.00
44,13920,0,0,259109632.00
45,14678,0,0,280473088.00
46,22848,0,0,339092736.00
47,16253,0,0,307470304.00
48,12758,0,0,264059136.00
49,13818,0,0,269805568.00
50,15012,0,0,277345344.00
51,13923,0,0,264659616.00
52,13979,0,0,267799008.00
53,14277,0,0,266648736.00
54,14559,0,0,271712416.00
55,12138,0,0,266164352.00
56,15730,0,0,288822592.00
57,13159,0,0,264388128.00
58,10819,0,0,249479136.00
59,21383,0,0,323783200.00
60,14345,0,0,259601888.00
