time,tcp,udp,icmp,bitrate
1,10921,0,0,214954912.00
2,10185,0,0,222676448.00
3,9398,0,0,216892992.00
4,8721,0,0,202027104.00
5,8870,0,0,216302656.00
6,11835,0,0,225749152.00
7,8827,0,0,211662752.00
8,10031,0,0,196837984.00
9,9445,0,0,208687904.00
10,9138,0,0,203092544.00
11,8622,0,0,190703104.00
12,9888,0,0,215892096.00
13,9170,0,0,196387136.00
14,9284,0,0,202319232.00
15,9426,0,0,207811200.00
16,9458,0,0,216408256.00
17,10080,0,0,218300352.00
18,10482,0,0,212316480.00
19,10986,0,0,216476288.00
20,9334,0,0,201239552.00
21,9729,0,0,228996960.00
22,9229,0,0,195890400.00
23,10229,0,0,214632288.00
24,10906,0,0,225605952.00
25,9876,0,0,208612352.00
26,9937,0,0,193902880.00
27,9611,0,0,206648672.00
28,9124,0,0,194896832.00
29,9763,0,0,213337952.00
30,9586,0,0,208607552.00
31,9834,0,0,214201536.00
32,8985,0,0,213338656.00
33,9054,0,0,205907264.00
34,8670,0,0,195484096.00
35,10651,0,0,216116832.00
36,8754,0,0,199492352.00
37,8972,0,0,201853504.00
38,9177,0,0,209908576.00
39,9396,0,0,230943552.00
40,9061,0,0,216567456.00
41,9734,0,0,206178560.00
42,11152,0,0,225013248.00
43,11201,0,0,201379104.00
44,10786,0,0,202550208.00
45,10130,0,0,194828800.00
46,9911,0,0,222666720.00
47,9788,0,0,226866880.00
48,10933,0,0,208252768.00
49,9980,0,0,210705984.00
50,10672,0,0,220631744.00
51,10523,0,0,234945504.00
52,10067,0,0,222291424.00
53,9381,0,0,210213536.00
54,8713,0,0,201409824.00
55,9463,0,0,219051488.00
56,9937,0,0,220372320.00
57,10071,0,0,192475872.00
58,11695,0,0,214906208.00
59,9701,0,0,198693152.00
60,8754,0,0,184262080.00
