time,tcp,udp,icmp,bitrate
1,0,79375,0,937260000.00
2,0,79318,0,936586944.00
3,0,79409,0,937661472.00
4,0,79440,0,938027520.00
5,0,79401,0,937567008.00
6,0,79497,0,938700576.00
7,0,79496,0,938688768.00
8,0,79559,0,939432672.00
9,0,79487,0,938582496.00
10,0,79550,0,939326400.00
11,0,79506,0,938806848.00
12,0,79441,0,938039328.00
13,0,79446,0,938098368.00
14,0,79528,0,939066624.00
15,0,79407,0,937637856.00
16,0,79426,0,937862208.00
17,0,79422,0,937814976.00
18,0,79466,0,938334528.00
19,0,79483,0,938535264.00
20,0,79495,0,938676960.00
21,0,79394,0,937484352.00
22,0,79504,0,938783232.00
23,0,79491,0,938629728.00
24,0,79533,0,939125664.00
25,0,79521,0,938983968.00
26,0,79482,0,938523456.00
27,0,79517,0,938936736.00
28,0,79517,0,938936736.00
29,0,79481,0,938511648.00
30,0,79479,0,938488032.00
31,0,79448,0,938121984.00
32,0,79397,0,937519776.00
33,0,79430,0,937909440.00
34,0,79406,0,937626048.00
35,0,79442,0,938051136.00
36,0,78176,0,923102208.00
37,0,79442,0,938051136.00
38,0,79507,0,938818656.00
39,0,79468,0,938358144.00
40,0,79512,0,938877696.00
41,0,79485,0,938558880.00
42,0,79480,0,938499840.00
43,0,79456,0,938216448.00
44,0,79410,0,937673280.00
45,0,79418,0,937767744.00
46,0,79286,0,936209088.00
47,0,79240,0,935665920.00
48,0,79311,0,936504288.00
49,0,79272,0,936043776.00
50,0,79264,0,935949312.00
51,0,79310,0,936492480.00
52,0,79165,0,934780320.00
53,0,79246,0,935736768.00
54,0,79315,0,936551520.00
55,0,79308,0,936468864.00
56,0,79264,0,935949312.00
57,0,79264,0,935949312.00
58,0,79260,0,935902080.00
59,0,79237,0,935630496.00
60,0,76428,0,902461824.00
