time,tcp,udp,icmp,bitrate
1,0,78646,0,928651968.00
2,0,78791,0,930364128.00
3,0,78700,0,929289600.00
4,0,78707,0,929372256.00
5,0,78610,0,928226880.00
6,0,78576,0,927825408.00
7,0,78591,0,928002528.00
8,0,78667,0,928899936.00
9,0,78643,0,928616544.00
10,0,78559,0,927624672.00
11,0,78606,0,928179648.00
12,0,78552,0,927542016.00
13,0,78566,0,927707328.00
14,0,78607,0,928191456.00
15,0,78650,0,928699200.00
16,0,78619,0,928333152.00
17,0,78630,0,928463040.00
18,0,78564,0,927683712.00
19,0,78533,0,927317664.00
20,0,78454,0,926384832.00
21,0,78533,0,927317664.00
22,0,78475,0,926632800.00
23,0,78425,0,926042400.00
24,0,78417,0,925947936.00
25,0,78529,0,927270432.00
26,0,78529,0,927270432.00
27,0,78555,0,927577440.00
28,0,78600,0,928108800.00
29,0,78506,0,926998848.00
30,0,78561,0,927648288.00
31,0,78468,0,926550144.00
32,0,78491,0,926821728.00
33,0,78400,0,925747200.00
34,0,78489,0,926798112.00
35,0,78440,0,926219520.00
36,0,78492,0,926833536.00
37,0,78493,0,926845344.00
38,0,78500,0,926928000.00
39,0,78374,0,925440192.00
40,0,78363,0,925310304.00
41,0,78397,0,925711776.00
42,0,78372,0,925416576.00
43,0,78326,0,924873408.00
44,0,78425,0,926042400.00
45,0,78410,0,925865280.00
46,0,78438,0,926195904.00
47,0,78423,0,926018784.00
48,0,78406,0,925818048.00
49,0,78448,0,926313984.00
50,0,78454,0,926384832.00
51,0,78504,0,926975232.00
52,0,78434,0,926148672.00
53,0,78507,0,927010656.00
54,0,78469,0,926561952.00
55,0,78506,0,926998848.00
56,0,78505,0,926987040.00
57,0,78392,0,925652736.00
58,0,78518,0,927140544.00
59,0,78509,0,927034272.00
60,0,76423,0,902402784.00
