time,tcp,udp,icmp,bitrate
1,10352,0,0,197180032.00
2,9964,0,0,195188352.00
3,12338,0,0,218903744.00
4,11027,0,0,210805600.00
5,10795,0,0,211056608.00
6,10480,0,0,216485888.00
7,11298,0,0,225004480.00
8,11058,0,0,213042624.00
9,10245,0,0,200402208.00
10,8816,0,0,200711296.00
11,8690,0,0,193998080.00
12,9099,0,0,197203232.00
13,9316,0,0,208136128.00
14,10291,0,0,210348832.00
15,10900,0,0,203281088.00
16,11732,0,0,215813568.00
17,11662,0,0,205219840.00
18,8663,0,0,186132896.00
19,10138,0,0,201041152.00
20,8756,0,0,199481600.00
21,10781,0,0,223283488.00
22,8468,0,0,186619392.00
23,12548,0,0,223821632.00
24,9846,0,0,201904320.00
25,9991,0,0,212772512.00
26,11188,0,0,201952896.00
27,11762,0,0,212814208.00
28,10204,0,0,222151488.00
29,12926,0,0,218870336.00
30,12390,0,0,231725696.00
31,8725,0,0,194394912.00
32,9445,0,0,216298592.00
33,9695,0,0,215707552.00
34,8336,0,0,181803456.00
35,11037,0,0,214481888.00
36,9341,0,0,197964192.00
37,9610,0,0,213216384.00
38,9554,0,0,196512128.00
39,10189,0,0,202128096.00
40,9911,0,0,219446368.00
41,10042,0,0,201916352.00
42,13802,0,0,215435200.00
43,15085,0,0,229371616.00
44,13257,0,0,222599072.00
45,10632,0,0,202833664.00
46,11506,0,0,205363456.00
47,11427,0,0,208307680.00
48,13733,0,0,234717024.00
49,9090,0,0,220576000.00
50,13821,0,0,217458720.00
51,8955,0,0,206132512.00
52,8742,0,0,210040384.00
53,11081,0,0,197645472.00
54,9613,0,0,214376032.00
55,9150,0,0,194791808.00
56,11189,0,0,216989344.00
57,11025,0,0,209982304.00
58,10374,0,0,218411072.00
59,10195,0,0,200960608.00
60,12076,0,0,210978240.00
