time,tcp,udp,icmp,bitrate
1,0,78943,0,932158944.00
2,0,78948,0,932217984.00
3,0,79006,0,932902848.00
4,0,79015,0,933009120.00
5,0,78997,0,932796576.00
6,0,78924,0,931934592.00
7,0,78971,0,932489568.00
8,0,78947,0,932206176.00
9,0,78962,0,932383296.00
10,0,78955,0,932300640.00
11,0,78952,0,932265216.00
12,0,78813,0,930623904.00
13,0,78980,0,932595840.00
14,0,78951,0,932253408.00
15,0,78997,0,932796576.00
16,0,79007,0,932914656.00
17,0,79002,0,932855616.00
18,0,79022,0,933091776.00
19,0,78966,0,932430528.00
20,0,78948,0,932217984.00
21,0,78976,0,932548608.00
22,0,78959,0,932347872.00
23,0,79035,0,933245280.00
24,0,78974,0,932524992.00
25,0,79025,0,933127200.00
26,0,78906,0,931722048.00
27,0,78959,0,932347872.00
28,0,78972,0,932501376.00
29,0,79005,0,932891040.00
30,0,78989,0,932702112.00
31,0,78952,0,932265216.00
32,0,78949,0,932229792.00
33,0,78961,0,932371488.00
34,0,78933,0,932040864.00
35,0,78969,0,932465952.00
36,0,78939,0,932111712.00
37,0,78984,0,932643072.00
38,0,78962,0,932383296.00
39,0,78964,0,932406912.00
40,0,78958,0,932336064.00
41,0,78954,0,932288832.00
42,0,78907,0,931733856.00
43,0,78930,0,932005440.00
44,0,79002,0,932855616.00
45,0,78933,0,932040864.00
46,0,78931,0,932017248.00
47,0,78906,0,931722048.00
48,0,78934,0,932052672.00
49,0,78952,0,932265216.00
50,0,78938,0,932099904.00
51,0,78938,0,932099904.00
52,0,78917,0,931851936.00
53,0,78975,0,932536800.00
54,0,78923,0,931922784.00
55,0,78902,0,931674816.00
56,0,78882,0,931438656.00
57,0,78900,0,931651200.00
58,0,78957,0,932324256.00
59,0,78909,0,931757472.00
60,0,77086,0,910231488.00
