time,tcp,udp,icmp,bitrate
1,15271,0,0,279155936.00
2,14449,0,0,285092512.00
3,13314,0,0,264232512.00
4,10655,0,0,250407136.00
5,12098,0,0,268510848.00
6,12399,0,0,268566560.00
7,13553,0,0,277375520.00
8,13208,0,0,277498432.00
9,13064,0,0,272897600.00
10,11591,0,0,270894752.00
11,17717,0,0,290900256.00
12,16553,0,0,289269216.00
13,18404,0,0,310357568.00
14,10842,0,0,259184512.00
15,11815,0,0,270304480.00
16,14176,0,0,291523904.00
17,11991,0,0,271455008.00
18,13039,0,0,259600352.00
19,12442,0,0,271098176.00
20,10722,0,0,261161792.00
21,12592,0,0,268415168.00
22,12414,0,0,274735488.00
23,10988,0,0,260693248.00
24,11565,0,0,263412256.00
25,15401,0,0,304914912.00
26,15615,0,0,284036896.00
27,12144,0,0,268240384.00
28,12034,0,0,268067200.00
29,11921,0,0,258880416.00
30,15857,0,0,294586336.00
31,15124,0,0,293262016.00
32,22967,0,0,324384224.00
33,15832,0,0,296116608.00
34,11908,0,0,258689664.00
35,17433,0,0,304578656.00
36,17650,0,0,294903616.00
37,12591,0,0,273627552.00
38,18485,0,0,305190048.00
39,17581,0,0,301292448.00
40,14798,0,0,305544448.00
41,15980,0,0,286215936.00
42,15314,0,0,294395200.00
43,13964,0,0,289385344.00
44,12595,0,0,281054560.00
45,13351,0,0,284068128.00
46,16923,0,0,294415840.00
47,16577,0,0,310292576.00
48,10026,0,0,255138176.00
49,12580,0,0,268456512.00
50,11557,0,0,251129888.00
51,18885,0,0,316743520.00
52,14124,0,0,268623872.00
53,11335,0,0,259320096.00
54,9735,0,0,241869280.00
55,10859,0,0,271389536.00
56,10891,0,0,256888096.00
57,11703,0,0,254723744.00
58,14823,0,0,296009632.00
59,16654,0,0,296064704.00
60,15566,0,0,290981184.00
