time,tcp,udp,icmp,bitrate
1,9273,0,0,193198048.00
2,10029,0,0,212591392.00
3,10295,0,0,204662752.00
4,8848,0,0,206296512.00
5,10871,0,0,228776992.00
6,11237,0,0,222036768.00
7,11339,0,0,212476064.00
8,9560,0,0,204658176.00
9,10353,0,0,223441376.00
10,10536,0,0,205840320.00
11,11808,0,0,223015680.00
12,10385,0,0,211221984.00
13,11608,0,0,211058880.00
14,12527,0,0,217580704.00
15,11677,0,0,216925920.00
16,12075,0,0,213755296.00
17,11402,0,0,218027840.00
18,9392,0,0,201310016.00
19,11614,0,0,222193600.00
20,9173,0,0,200500704.00
21,10683,0,0,215956384.00
22,11038,0,0,215073088.00
23,10484,0,0,209224384.00
24,11994,0,0,236229312.00
25,10281,0,0,205328800.00
26,12882,0,0,229984256.00
27,14629,0,0,240835424.00
28,10884,0,0,218959168.00
29,13121,0,0,234925792.00
30,10043,0,0,216362016.00
31,12262,0,0,214389120.00
32,13420,0,0,229930048.00
33,10950,0,0,203058624.00
34,9477,0,0,202758624.00
35,10061,0,0,211295712.00
36,9951,0,0,222521184.00
37,10346,0,0,213464640.00
38,11725,0,0,219876640.00
39,12464,0,0,209503616.00
40,11030,0,0,219761280.00
41,11842,0,0,216403776.00
42,11786,0,0,236721984.00
43,10778,0,0,216841536.00
44,10525,0,0,212392288.00
45,10611,0,0,220050336.00
46,14497,0,0,242726624.00
47,12660,0,0,230505856.00
48,12592,0,0,214839168.00
49,11544,0,0,224226432.00
50,12007,0,0,228137504.00
51,12043,0,0,222928096.00
52,10179,0,0,228361696.00
53,9487,0,0,194005280.00
54,13047,0,0,233423840.00
55,12811,0,0,216691040.00
56,11695,0,0,232328544.00
57,12754,0,0,224695040.00
58,11417,0,0,211512288.00
59,11590,0,0,206881152.00
60,9473,0,0,208829672.00
