time,tcp,udp,icmp,bitrate
1,16103,0,0,278355232.00
2,15041,0,0,263363936.00
3,14893,0,0,268098144.00
4,15075,0,0,291724128.00
5,20134,0,0,308690944.00
6,22076,0,0,325531072.00
7,12038,0,0,246441536.00
8,17719,0,0,307836896.00
9,19043,0,0,313229792.00
10,12067,0,0,262439520.00
11,13274,0,0,258968320.00
12,18659,0,0,294361888.00
13,14306,0,0,277074816.00
14,13246,0,0,286260160.00
15,13705,0,0,269306784.00
16,12297,0,0,262685792.00
17,16280,0,0,295272000.00
18,15294,0,0,283266240.00
19,14162,0,0,267191680.00
20,13034,0,0,255845056.00
21,14912,0,0,262371968.00
22,12411,0,0,266891872.00
23,10875,0,0,246177824.00
24,12886,0,0,271815744.00
25,16280,0,0,271073024.00
26,21337,0,0,304187104.00
27,14227,0,0,268122272.00
28,15857,0,0,275820256.00
29,22652,0,0,324693376.00
30,16585,0,0,281231648.00
31,15925,0,0,262886048.00
32,17459,0,0,291939744.00
33,15992,0,0,289881472.00
34,12051,0,0,252366368.00
35,13731,0,0,266711200.00
36,19805,0,0,310256928.00
37,18090,0,0,293766080.00
38,15508,0,0,261820608.00
39,15582,0,0,274327360.00
40,12438,0,0,266208064.00
41,15444,0,0,292352576.00
42,14532,0,0,271620096.00
43,15733,0,0,281583840.00
44,13903,0,0,272065056.00
45,19163,0,0,305796448.00
46,18066,0,0,296026560.00
47,17345,0,0,282567200.00
48,16753,0,0,277930592.00
49,12111,0,0,250398880.00
50,14102,0,0,266147328.00
51,14737,0,0,267268704.00
52,12164,0,0,249413120.00
53,12056,0,0,253955456.00
54,14944,0,0,284221120.00
55,14464,0,0,263378752.00
56,10938,0,0,237817216.00
57,13698,0,0,272466304.00
58,14328,0,0,269299520.00
59,12738,0,0,257517440.00
60,13128,0,0,262373904.00
