time,tcp,udp,icmp,bitrate
1,15467,0,0,313908384.00
2,16396,0,0,299316736.00
3,17338,0,0,304041024.00
4,13827,0,0,297692000.00
5,13753,0,0,296305888.00
6,16227,0,0,310899936.00
7,14722,0,0,309312384.00
8,13691,0,0,288217632.00
9,12044,0,0,270538752.00
10,10807,0,0,259135200.00
11,13511,0,0,280960672.00
12,11972,0,0,280957568.00
13,12978,0,0,283889792.00
14,11858,0,0,262850688.00
15,11060,0,0,256634048.00
16,11838,0,0,272839360.00
17,11784,0,0,264383744.00
18,14539,0,0,283183840.00
19,14604,0,0,301733696.00
20,13250,0,0,290304640.00
21,12837,0,0,296828384.00
22,14223,0,0,295169248.00
23,12428,0,0,285027904.00
24,10993,0,0,260162464.00
25,12023,0,0,291288544.00
26,15086,0,0,298748608.00
27,11934,0,0,268303616.00
28,11392,0,0,284990784.00
29,14133,0,0,279064800.00
30,12094,0,0,264663296.00
31,15994,0,0,295014016.00
32,17025,0,0,305880096.00
33,15785,0,0,300151456.00
34,16937,0,0,311728160.00
35,18759,0,0,319992544.00
36,18232,0,0,309776320.00
37,15816,0,0,296758656.00
38,11214,0,0,261574976.00
39,14700,0,0,306615744.00
40,12621,0,0,278331552.00
41,13221,0,0,288369632.00
42,10860,0,0,252647040.00
43,15274,0,0,279713216.00
44,15806,0,0,281046592.00
45,13066,0,0,267210688.00
46,16271,0,0,285445024.00
47,17003,0,0,306195296.00
48,13104,0,0,285448128.00
49,11429,0,0,267375328.00
50,11362,0,0,261115264.00
51,15083,0,0,274988576.00
52,12244,0,0,267691200.00
53,11241,0,0,263682912.00
54,11438,0,0,282924800.00
55,13934,0,0,300180736.00
56,14254,0,0,263812672.00
57,16076,0,0,280463872.00
58,15578,0,0,291736448.00
59,13942,0,0,288414720.00
60,9544,0,0,242290616.00
