time,tcp,udp,icmp,bitrate
1,0,81515,0,962529120.00
2,0,81900,0,967075200.00
3,0,81981,0,968031648.00
4,0,81999,0,968244192.00
5,0,81886,0,966909888.00
6,0,81777,0,965622816.00
7,0,81833,0,966284064.00
8,0,81785,0,965717280.00
9,0,81896,0,967027968.00
10,0,82000,0,968256000.00
11,0,82007,0,968338656.00
12,0,81981,0,968031648.00
13,0,81785,0,965717280.00
14,0,81805,0,965953440.00
15,0,81982,0,968043456.00
16,0,82001,0,968267808.00
17,0,81782,0,965681856.00
18,0,81989,0,968126112.00
19,0,81944,0,967594752.00
20,0,81852,0,966508416.00
21,0,81984,0,968067072.00
22,0,81907,0,967157856.00
23,0,81824,0,966177792.00
24,0,81866,0,966673728.00
25,0,81987,0,968102496.00
26,0,81993,0,968173344.00
27,0,81995,0,968196960.00
28,0,81868,0,966697344.00
29,0,81832,0,966272256.00
30,0,81743,0,965221344.00
31,0,81791,0,965788128.00
32,0,81802,0,965918016.00
33,0,81780,0,965658240.00
34,0,81836,0,966319488.00
35,0,81794,0,965823552.00
36,0,81756,0,965374848.00
37,0,81835,0,966307680.00
38,0,81837,0,966331296.00
39,0,81820,0,966130560.00
40,0,81795,0,965835360.00
41,0,81777,0,965622816.00
42,0,81807,0,965977056.00
43,0,81773,0,965575584.00
44,0,81809,0,966000672.00
45,0,81975,0,967960800.00
46,0,81932,0,967453056.00
47,0,81647,0,964087776.00
48,0,81988,0,968114304.00
49,0,81959,0,967771872.00
50,0,81797,0,965858976.00
51,0,81788,0,965752704.00
52,0,81824,0,966177792.00
53,0,81993,0,968173344.00
54,0,81978,0,967996224.00
55,0,81985,0,968078880.00
56,0,81983,0,968055264.00
57,0,81691,0,964607328.00
58,0,81788,0,965752704.00
59,0,81728,0,965044224.00
60,0,79846,0,942821568.00
