time,tcp,udp,icmp,bitrate
1,0,78253,0,924011424.00
2,0,78342,0,925062336.00
3,0,78250,0,923976000.00
4,0,78192,0,923291136.00
5,0,78221,0,923633568.00
6,0,78214,0,923550912.00
7,0,78177,0,923114016.00
8,0,78213,0,923539104.00
9,0,78126,0,922511808.00
10,0,78191,0,923279328.00
11,0,78192,0,923291136.00
12,0,78153,0,922830624.00
13,0,78067,0,921815136.00
14,0,78118,0,922417344.00
15,0,78135,0,922618080.00
16,0,78113,0,922358304.00
17,0,78134,0,922606272.00
18,0,78163,0,922948704.00
19,0,78166,0,922984128.00
20,0,78192,0,923291136.00
21,0,78173,0,923066784.00
22,0,78181,0,923161248.00
23,0,78240,0,923857920.00
24,0,78234,0,923787072.00
25,0,78268,0,924188544.00
26,0,78178,0,923125824.00
27,0,78281,0,924342048.00
28,0,78302,0,924590016.00
29,0,78247,0,923940576.00
30,0,78296,0,924519168.00
31,0,78286,0,924401088.00
32,0,78205,0,923444640.00
33,0,78246,0,923928768.00
34,0,78166,0,922984128.00
35,0,78164,0,922960512.00
36,0,78200,0,923385600.00
37,0,78245,0,923916960.00
38,0,78195,0,923326560.00
39,0,78224,0,923668992.00
40,0,78283,0,924365664.00
41,0,78239,0,923846112.00
42,0,78282,0,924353856.00
43,0,78224,0,923668992.00
44,0,78248,0,923952384.00
45,0,78315,0,924743520.00
46,0,78276,0,924283008.00
47,0,78225,0,923680800.00
48,0,78121,0,922452768.00
49,0,78104,0,922252032.00
50,0,78149,0,922783392.00
51,0,78209,0,923491872.00
52,0,78168,0,923007744.00
53,0,78226,0,923692608.00
54,0,78192,0,923291136.00
55,0,78265,0,924153120.00
56,0,78261,0,924105888.00
57,0,78301,0,924578208.00
58,0,78260,0,924094080.00
59,0,78250,0,923976000.00
60,0,76252,0,900383616.00
