time,tcp,udp,icmp,bitrate
1,10726,0,0,202930688.00
2,9726,0,0,206592256.00
3,13528,0,0,212587392.00
4,10844,0,0,214019328.00
5,9171,0,0,205226144.00
6,9735,0,0,198950560.00
7,10351,0,0,209273312.00
8,11372,0,0,226657024.00
9,10741,0,0,224460000.00
10,11332,0,0,220859968.00
11,11369,0,0,225613216.00
12,11396,0,0,229597760.00
13,10334,0,0,213216384.00
14,10884,0,0,221426560.00
15,10472,0,0,202268992.00
16,11259,0,0,203627360.00
17,9793,0,0,194202080.00
18,11392,0,0,215498368.00
19,11005,0,0,213622944.00
20,9771,0,0,204421600.00
21,13868,0,0,240124992.00
22,9853,0,0,205868960.00
23,10471,0,0,205720608.00
24,9427,0,0,203340192.00
25,10578,0,0,204664640.00
26,12429,0,0,208805600.00
27,10490,0,0,214787200.00
28,10705,0,0,208887712.00
29,11447,0,0,209115296.00
30,13015,0,0,228568416.00
31,12027,0,0,232072800.00
32,9198,0,0,208677824.00
33,8908,0,0,182423680.00
34,9623,0,0,207707808.00
35,12256,0,0,224522624.00
36,12072,0,0,204695360.00
37,12495,0,0,224946400.00
38,11540,0,0,224572288.00
39,11075,0,0,220115936.00
40,8869,0,0,205459616.00
41,10468,0,0,215276160.00
42,11407,0,0,216894688.00
43,10216,0,0,214800640.00
44,10547,0,0,219734112.00
45,10147,0,0,205979680.00
46,11713,0,0,223590112.00
47,11030,0,0,210517248.00
48,9945,0,0,206903456.00
49,9412,0,0,212913920.00
50,11310,0,0,212603008.00
51,12820,0,0,237314304.00
52,11028,0,0,208998912.00
53,10355,0,0,217186848.00
54,8905,0,0,191596960.00
55,9590,0,0,200338240.00
56,9107,0,0,204353888.00
57,12121,0,0,214990752.00
58,13898,0,0,223780864.00
59,13969,0,0,217010592.00
60,11061,0,0,217726512.00
