time,tcp,udp,icmp,bitrate
1,15327,0,0,273630496.00
2,12542,0,0,259289344.00
3,22628,0,0,333718912.00
4,17810,0,0,291668736.00
5,19546,0,0,306697152.00
6,19579,0,0,315109280.00
7,19803,0,0,313754464.00
8,14512,0,0,254988736.00
9,13869,0,0,257119136.00
10,19455,0,0,311976352.00
11,18755,0,0,316840032.00
12,23801,0,0,340520160.00
13,13811,0,0,271934112.00
14,19597,0,0,318151776.00
15,14313,0,0,285174944.00
16,19484,0,0,329410752.00
17,18806,0,0,301744128.00
18,18048,0,0,292740800.00
19,11760,0,0,249094464.00
20,14722,0,0,272336256.00
21,14286,0,0,277773120.00
22,17527,0,0,309981152.00
23,18137,0,0,308450976.00
24,14046,0,0,266344128.00
25,16209,0,0,286762976.00
26,20897,0,0,318321888.00
27,25099,0,0,343573856.00
28,16762,0,0,289553088.00
29,16191,0,0,288435168.00
30,16646,0,0,303533056.00
31,15233,0,0,278769440.00
32,22886,0,0,341680192.00
33,17944,0,0,306783680.00
34,21150,0,0,318983168.00
35,14635,0,0,266913504.00
36,16592,0,0,279867648.00
37,19593,0,0,300554016.00
38,18364,0,0,310306176.00
39,15295,0,0,292221088.00
40,15934,0,0,297004672.00
41,13879,0,0,270108960.00
42,15782,0,0,290199552.00
43,13325,0,0,264793120.00
44,17000,0,0,295189248.00
45,12951,0,0,259749088.00
46,16474,0,0,277038400.00
47,12975,0,0,281861344.00
48,12182,0,0,257900096.00
49,12405,0,0,261722912.00
50,17464,0,0,287319808.00
51,13528,0,0,253861184.00
52,22342,0,0,337689088.00
53,18703,0,0,306763488.00
54,16440,0,0,296357952.00
55,13584,0,0,265642240.00
56,11727,0,0,265101408.00
57,12996,0,0,266115840.00
58,17024,0,0,275506432.00
59,14555,0,0,272973408.00
60,16349,0,0,281761712.00
