time,tcp,udp,icmp,bitrate
1,11289,0,0,214285536.00
2,11232,0,0,216520704.00
3,12163,0,0,224321760.00
4,11018,0,0,222246848.00
5,10553,0,0,213261152.00
6,10783,0,0,209441440.00
7,11817,0,0,217435936.00
8,10873,0,0,215687904.00
9,9921,0,0,203580448.00
10,12966,0,0,218134016.00
11,11348,0,0,214530176.00
12,10381,0,0,207756704.00
13,10895,0,0,216948128.00
14,10631,0,0,204918368.00
15,12520,0,0,236251200.00
16,10647,0,0,213311840.00
17,10054,0,0,219830208.00
18,10004,0,0,206070784.00
19,10354,0,0,207015680.00
20,10492,0,0,198443008.00
21,10322,0,0,202021248.00
22,9952,0,0,205469952.00
23,9907,0,0,210339680.00
24,10875,0,0,219951648.00
25,10909,0,0,213513504.00
26,10956,0,0,218664768.00
27,10696,0,0,217444544.00
28,9698,0,0,201587904.00
29,9332,0,0,200358336.00
30,10533,0,0,216936544.00
31,11235,0,0,223958880.00
32,12034,0,0,222460992.00
33,12948,0,0,239105152.00
34,10221,0,0,218949792.00
35,10296,0,0,201848256.00
36,12585,0,0,212936480.00
37,12734,0,0,222752192.00
38,13850,0,0,216544064.00
39,13101,0,0,217715232.00
40,14160,0,0,224156288.00
41,13934,0,0,215490112.00
42,12205,0,0,207160160.00
43,12364,0,0,229062144.00
44,12264,0,0,235542336.00
45,10121,0,0,203825824.00
46,11349,0,0,215619488.00
47,12944,0,0,234330880.00
48,13984,0,0,227361344.00
49,11012,0,0,213463680.00
50,10082,0,0,206705600.00
51,11994,0,0,228004672.00
52,11829,0,0,221078304.00
53,10503,0,0,213946976.00
54,11338,0,0,209046784.00
55,11593,0,0,229007840.00
56,12267,0,0,206247648.00
57,12094,0,0,210345920.00
58,13280,0,0,224450496.00
59,13111,0,0,214325280.00
60,12970,0,0,213006656.00
