time,tcp,udp,icmp,bitrate
1,0,81451,0,961773408.00
2,0,81781,0,965670048.00
3,0,81606,0,963603648.00
4,0,81780,0,965658240.00
5,0,81787,0,965740896.00
6,0,81647,0,964087776.00
7,0,81759,0,965410272.00
8,0,81799,0,965882592.00
9,0,81803,0,965929824.00
10,0,81813,0,966047904.00
11,0,81601,0,963544608.00
12,0,81770,0,965540160.00
13,0,81793,0,965811744.00
14,0,81756,0,965374848.00
15,0,81779,0,965646432.00
16,0,81815,0,966071520.00
17,0,81958,0,967760064.00
18,0,81757,0,965386656.00
19,0,81637,0,963969696.00
20,0,81838,0,966343104.00
21,0,81757,0,965386656.00
22,0,81809,0,966000672.00
23,0,81804,0,965941632.00
24,0,81796,0,965847168.00
25,0,81797,0,965858976.00
26,0,81806,0,965965248.00
27,0,81787,0,965740896.00
28,0,81608,0,963627264.00
29,0,81767,0,965504736.00
30,0,81807,0,965977056.00
31,0,81807,0,965977056.00
32,0,81765,0,965481120.00
33,0,81773,0,965575584.00
34,0,81823,0,966165984.00
35,0,81797,0,965858976.00
36,0,81465,0,961938720.00
37,0,81567,0,963143136.00
38,0,81766,0,965492928.00
39,0,81632,0,963910656.00
40,0,81590,0,963414720.00
41,0,81757,0,965386656.00
42,0,81888,0,966933504.00
43,0,81638,0,963981504.00
44,0,81649,0,964111392.00
45,0,81779,0,965646432.00
46,0,81838,0,966343104.00
47,0,81798,0,965870784.00
48,0,81818,0,966106944.00
49,0,81602,0,963556416.00
50,0,81786,0,965729088.00
51,0,81791,0,965788128.00
52,0,81798,0,965870784.00
53,0,81801,0,965906208.00
54,0,81751,0,965315808.00
55,0,81649,0,964111392.00
56,0,81758,0,965398464.00
57,0,81609,0,963639072.00
58,0,81576,0,963249408.00
59,0,81782,0,965681856.00
60,0,79814,0,942443712.00
