time,tcp,udp,icmp,bitrate
1,15839,0,0,306579872.00
2,13098,0,0,273363520.00
3,11989,0,0,269658656.00
4,16120,0,0,291510144.00
5,15008,0,0,274945792.00
6,17726,0,0,303032448.00
7,17284,0,0,301249984.00
8,14974,0,0,306243200.00
9,15845,0,0,302585888.00
10,15622,0,0,303246080.00
11,12411,0,0,283920352.00
12,11014,0,0,263356800.00
13,10829,0,0,259364448.00
14,11559,0,0,270418080.00
15,14315,0,0,294211296.00
16,13179,0,0,290923808.00
17,10322,0,0,247256768.00
18,12010,0,0,279409536.00
19,16249,0,0,284636576.00
20,15427,0,0,282985632.00
21,14830,0,0,281590464.00
22,16660,0,0,264929408.00
23,15303,0,0,283501664.00
24,15794,0,0,282918208.00
25,13646,0,0,276556992.00
26,13249,0,0,260811360.00
27,14335,0,0,295574944.00
28,14204,0,0,281341632.00
29,14347,0,0,277589984.00
30,13166,0,0,296884160.00
31,14602,0,0,292454080.00
32,14221,0,0,304875808.00
33,11936,0,0,279332416.00
34,12249,0,0,269581472.00
35,14166,0,0,306567360.00
36,13316,0,0,292567808.00
37,14482,0,0,285059904.00
38,11195,0,0,267335904.00
39,12939,0,0,290534368.00
40,13269,0,0,293799328.00
41,15552,0,0,291111680.00
42,15554,0,0,276145984.00
43,11173,0,0,260909216.00
44,17609,0,0,303690400.00
45,11307,0,0,268911584.00
46,17975,0,0,276597088.00
47,16373,0,0,289368096.00
48,11699,0,0,266271328.00
49,13823,0,0,290878944.00
50,14752,0,0,284720448.00
51,14409,0,0,295350880.00
52,11748,0,0,266812992.00
53,14484,0,0,274588800.00
54,18300,0,0,291606144.00
55,16640,0,0,311894208.00
56,12815,0,0,291027232.00
57,15873,0,0,297743840.00
58,14613,0,0,301992288.00
59,14424,0,0,300929024.00
60,16936,0,0,294701968.00
