time,tcp,udp,icmp,bitrate
1,0,81640,0,964005120.00
2,0,81948,0,967641984.00
3,0,81670,0,964359360.00
4,0,81723,0,964985184.00
5,0,81850,0,966484800.00
6,0,81911,0,967205088.00
7,0,81890,0,966957120.00
8,0,81951,0,967677408.00
9,0,81816,0,966083328.00
10,0,81844,0,966413952.00
11,0,81984,0,968067072.00
12,0,81940,0,967547520.00
13,0,81774,0,965587392.00
14,0,81802,0,965918016.00
15,0,81826,0,966201408.00
16,0,81772,0,965563776.00
17,0,81790,0,965776320.00
18,0,81745,0,965244960.00
19,0,81830,0,966248640.00
20,0,81776,0,965611008.00
21,0,81879,0,966827232.00
22,0,81778,0,965634624.00
23,0,81817,0,966095136.00
24,0,81760,0,965422080.00
25,0,81833,0,966284064.00
26,0,81704,0,964760832.00
27,0,81667,0,964323936.00
28,0,81995,0,968196960.00
29,0,81982,0,968043456.00
30,0,81956,0,967736448.00
31,0,81818,0,966106944.00
32,0,81846,0,966437568.00
33,0,81985,0,968078880.00
34,0,81988,0,968114304.00
35,0,81988,0,968114304.00
36,0,81927,0,967394016.00
37,0,81872,0,966744576.00
38,0,81789,0,965764512.00
39,0,81711,0,964843488.00
40,0,81826,0,966201408.00
41,0,81819,0,966118752.00
42,0,81790,0,965776320.00
43,0,81788,0,965752704.00
44,0,81778,0,965634624.00
45,0,81822,0,966154176.00
46,0,81885,0,966898080.00
47,0,81778,0,965634624.00
48,0,81879,0,966827232.00
49,0,81903,0,967110624.00
50,0,81740,0,965185920.00
51,0,81884,0,966886272.00
52,0,81886,0,966909888.00
53,0,81728,0,965044224.00
54,0,81817,0,966095136.00
55,0,81971,0,967913568.00
56,0,81987,0,968102496.00
57,0,81989,0,968126112.00
58,0,81986,0,968090688.00
59,0,81784,0,965705472.00
60,0,78265,0,924153120.00
