time,tcp,udp,icmp,bitrate
1,17344,0,0,301587712.00
2,12931,0,0,261617376.00
3,12113,0,0,275687584.00
4,20392,0,0,318007552.00
5,19233,0,0,306462688.00
6,19739,0,0,307530400.00
7,20173,0,0,319897312.00
8,13886,0,0,283827328.00
9,11485,0,0,265950624.00
10,15954,0,0,289031616.00
11,17538,0,0,308039616.00
12,16392,0,0,290557568.00
13,15836,0,0,292063872.00
14,14007,0,0,281560864.00
15,11086,0,0,254362816.00
16,16968,0,0,300516160.00
17,11957,0,0,272981536.00
18,12349,0,0,255652768.00
19,16792,0,0,297732288.00
20,11689,0,0,269765536.00
21,11608,0,0,259503168.00
22,13237,0,0,286997792.00
23,13846,0,0,288513792.00
24,11060,0,0,248768512.00
25,13036,0,0,264394880.00
26,12081,0,0,257406304.00
27,12177,0,0,271335456.00
28,11627,0,0,271095072.00
29,14155,0,0,279525728.00
30,14140,0,0,280307200.00
31,19788,0,0,312323392.00
32,20829,0,0,334638624.00
33,13628,0,0,280939840.00
34,11260,0,0,254852224.00
35,14168,0,0,290976128.00
36,13442,0,0,280955136.00
37,12889,0,0,262294944.00
38,13889,0,0,289134048.00
39,15246,0,0,300193664.00
40,11090,0,0,256901376.00
41,15343,0,0,280124192.00
42,14427,0,0,289786464.00
43,14272,0,0,270701056.00
44,14561,0,0,282115680.00
45,22045,0,0,330313952.00
46,15981,0,0,280447520.00
47,11669,0,0,265355296.00
48,12684,0,0,268847296.00
49,11713,0,0,262801952.00
50,14330,0,0,282842048.00
51,11938,0,0,258400960.00
52,10735,0,0,248112032.00
53,15876,0,0,290817856.00
54,14049,0,0,286397280.00
55,18973,0,0,312934240.00
56,15094,0,0,289426816.00
57,13034,0,0,276012800.00
58,12362,0,0,262527488.00
59,17289,0,0,304298656.00
60,10496,0,0,239396816.00
