time,tcp,udp,icmp,bitrate
1,15498,0,0,283733376.00
2,12371,0,0,266713056.00
3,16244,0,0,277267072.00
4,16860,0,0,288933568.00
5,14046,0,0,265035136.00
6,14324,0,0,282538368.00
7,15788,0,0,269096000.00
8,16379,0,0,284018784.00
9,14743,0,0,284322848.00
10,12419,0,0,251291552.00
11,13727,0,0,259863392.00
12,20199,0,0,302659552.00
13,19617,0,0,290717600.00
14,13900,0,0,263920256.00
15,18739,0,0,307705184.00
16,16907,0,0,319662304.00
17,14040,0,0,270291776.00
18,16649,0,0,286946016.00
19,16468,0,0,289268608.00
20,15945,0,0,289549152.00
21,17370,0,0,289655424.00
22,13675,0,0,253111456.00
23,14714,0,0,263505920.00
24,15138,0,0,274235328.00
25,14511,0,0,271449184.00
26,17351,0,0,290145632.00
27,16477,0,0,280016736.00
28,18222,0,0,302312064.00
29,16871,0,0,292714528.00
30,15370,0,0,279463552.00
31,16983,0,0,291208864.00
32,17523,0,0,285375072.00
33,19164,0,0,300433472.00
34,16418,0,0,289572160.00
35,14969,0,0,283270048.00
36,12947,0,0,256167968.00
37,12496,0,0,263602624.00
38,15134,0,0,286698048.00
39,14076,0,0,279504448.00
40,15965,0,0,298245472.00
41,17946,0,0,294771904.00
42,14890,0,0,286364864.00
43,22936,0,0,326271104.00
44,12577,0,0,267829728.00
45,12180,0,0,263193152.00
46,20250,0,0,306700416.00
47,14512,0,0,288756096.00
48,24490,0,0,340737280.00
49,15563,0,0,276149728.00
50,18183,0,0,313254304.00
51,21336,0,0,307731392.00
52,19384,0,0,296308416.00
53,14001,0,0,278627616.00
54,17552,0,0,314184960.00
55,15910,0,0,287982336.00
56,16435,0,0,295266976.00
57,14990,0,0,288769600.00
58,13614,0,0,273740352.00
59,14885,0,0,281184736.00
60,13070,0,0,264793984.00
