time,tcp,udp,icmp,bitrate
1,15832,0,0,304468672.00
2,10463,0,0,246353952.00
3,12928,0,0,269956608.00
4,17068,0,0,297059392.00
5,14147,0,0,274483360.00
6,16708,0,0,292415040.00
7,16279,0,0,301318432.00
8,17705,0,0,304321120.00
9,15517,0,0,296205664.00
10,17513,0,0,297464608.00
11,14851,0,0,286881504.00
12,16341,0,0,312870304.00
13,13809,0,0,291707168.00
14,13975,0,0,280354400.00
15,13899,0,0,291999456.00
16,12199,0,0,285592928.00
17,14767,0,0,302056352.00
18,10792,0,0,251217088.00
19,17194,0,0,289049344.00
20,17162,0,0,285746176.00
21,14774,0,0,277848704.00
22,12518,0,0,276643776.00
23,12231,0,0,265125728.00
24,15565,0,0,299758752.00
25,15227,0,0,292737248.00
26,12056,0,0,269095744.00
27,15542,0,0,291721472.00
28,14060,0,0,289645376.00
29,11224,0,0,267336384.00
30,16829,0,0,310524832.00
31,16022,0,0,290855424.00
32,15874,0,0,305586624.00
33,16872,0,0,305434176.00
34,13425,0,0,260699232.00
35,12401,0,0,263285088.00
36,14748,0,0,286178368.00
37,18039,0,0,309730784.00
38,11477,0,0,270105952.00
39,14238,0,0,300110272.00
40,12172,0,0,267510656.00
41,16731,0,0,319577504.00
42,13107,0,0,275869408.00
43,15572,0,0,298765440.00
44,14329,0,0,284000032.00
45,13274,0,0,265003584.00
46,12723,0,0,267183840.00
47,10976,0,0,258359872.00
48,14533,0,0,275327392.00
49,17433,0,0,282302624.00
50,15685,0,0,259693280.00
51,13713,0,0,287149472.00
52,15618,0,0,306974464.00
53,12716,0,0,283850304.00
54,13365,0,0,272582624.00
55,14746,0,0,300842880.00
56,12058,0,0,249704960.00
57,13462,0,0,262985088.00
58,12821,0,0,262544672.00
59,11730,0,0,266596992.00
60,10985,0,0,237017008.00
