time,tcp,udp,icmp,bitrate
1,13888,0,0,292168640.00
2,13659,0,0,271720288.00
3,13211,0,0,288852000.00
4,11288,0,0,269390208.00
5,13540,0,0,285027136.00
6,12630,0,0,279899136.00
7,15878,0,0,289857216.00
8,15799,0,0,302462496.00
9,13677,0,0,287157664.00
10,13221,0,0,282010016.00
11,12034,0,0,280427328.00
12,11998,0,0,286227520.00
13,12619,0,0,280195744.00
14,11682,0,0,275913728.00
15,12932,0,0,297713536.00
16,12741,0,0,283791200.00
17,13870,0,0,293111040.00
18,13006,0,0,288210688.00
19,13481,0,0,298764384.00
20,12548,0,0,260890432.00
21,13300,0,0,288715264.00
22,14532,0,0,266673728.00
23,11814,0,0,288780544.00
24,12487,0,0,276769888.00
25,11878,0,0,270585536.00
26,14863,0,0,287512032.00
27,14108,0,0,285506688.00
28,12689,0,0,279217056.00
29,14096,0,0,280601664.00
30,14307,0,0,281303392.00
31,14570,0,0,272886976.00
32,12791,0,0,250820768.00
33,13237,0,0,279919968.00
34,12744,0,0,246642560.00
35,11958,0,0,283847744.00
36,12263,0,0,290033056.00
37,13193,0,0,287825120.00
38,12211,0,0,297958048.00
39,11742,0,0,274259008.00
40,10892,0,0,263607232.00
41,15123,0,0,285511904.00
42,14428,0,0,287470080.00
43,13686,0,0,285180544.00
44,11223,0,0,283657824.00
45,11315,0,0,292384096.00
46,12062,0,0,294142848.00
47,15171,0,0,284570400.00
48,14513,0,0,293922976.00
49,13930,0,0,290842368.00
50,12293,0,0,270144224.00
51,11521,0,0,278847008.00
52,13027,0,0,273658336.00
53,13307,0,0,294162656.00
54,12487,0,0,280326176.00
55,13609,0,0,275522208.00
56,14163,0,0,273505376.00
57,13889,0,0,282832352.00
58,14301,0,0,300287072.00
59,11758,0,0,272875584.00
60,11057,0,0,277590960.00
