time,tcp,udp,icmp,bitrate
1,11390,0,0,220409152.00
2,9758,0,0,205620928.00
3,9691,0,0,199754720.00
4,10261,0,0,205853344.00
5,10736,0,0,208495168.00
6,10228,0,0,221037824.00
7,10191,0,0,203032480.00
8,10844,0,0,201276928.00
9,9362,0,0,211699968.00
10,9694,0,0,198748160.00
11,12963,0,0,221619552.00
12,10234,0,0,200478720.00
13,9970,0,0,204203200.00
14,10177,0,0,219151584.00
15,10906,0,0,230980928.00
16,10214,0,0,214869312.00
17,11441,0,0,218055648.00
18,10627,0,0,220172832.00
19,13431,0,0,239572512.00
20,9953,0,0,217818912.00
21,11016,0,0,209746880.00
22,11264,0,0,218943488.00
23,11759,0,0,230895584.00
24,9446,0,0,200139328.00
25,11689,0,0,223591712.00
26,14033,0,0,225922144.00
27,12276,0,0,228434752.00
28,9975,0,0,205271008.00
29,10129,0,0,215737504.00
30,11280,0,0,197195392.00
31,13760,0,0,227476672.00
32,10736,0,0,209931584.00
33,9996,0,0,210179776.00
34,10865,0,0,209116448.00
35,9608,0,0,208570368.00
36,10891,0,0,219170592.00
37,9835,0,0,205212768.00
38,9992,0,0,220302528.00
39,15704,0,0,234714496.00
40,10611,0,0,213528544.00
41,15233,0,0,231390880.00
42,13135,0,0,230888800.00
43,14249,0,0,228919584.00
44,12832,0,0,217163136.00
45,10696,0,0,212602432.00
46,10440,0,0,221322944.00
47,11014,0,0,212178688.00
48,11606,0,0,203609536.00
49,11326,0,0,219189376.00
50,10697,0,0,214224608.00
51,10496,0,0,219782400.00
52,13715,0,0,228697440.00
53,10503,0,0,213587872.00
54,11391,0,0,218753056.00
55,11693,0,0,209820000.00
56,11445,0,0,224671776.00
57,10317,0,0,210151136.00
58,11573,0,0,228501408.00
59,10221,0,0,217073184.00
60,10006,0,0,213279568.00
