time,tcp,udp,icmp,bitrate
1,0,79326,0,936681408.00
2,0,79316,0,936563328.00
3,0,79259,0,935890272.00
4,0,79192,0,935099136.00
5,0,79202,0,935217216.00
6,0,79245,0,935724960.00
7,0,79164,0,934768512.00
8,0,79188,0,935051904.00
9,0,79196,0,935146368.00
10,0,79208,0,935288064.00
11,0,79267,0,935984736.00
12,0,79222,0,935453376.00
13,0,79253,0,935819424.00
14,0,79228,0,935524224.00
15,0,79228,0,935524224.00
16,0,79209,0,935299872.00
17,0,79215,0,935370720.00
18,0,79162,0,934744896.00
19,0,79255,0,935843040.00
20,0,79204,0,935240832.00
21,0,79252,0,935807616.00
22,0,79228,0,935524224.00
23,0,79278,0,936114624.00
24,0,79378,0,937295424.00
25,0,79343,0,936882144.00
26,0,79279,0,936126432.00
27,0,79354,0,937012032.00
28,0,79322,0,936634176.00
29,0,79332,0,936752256.00
30,0,79357,0,937047456.00
31,0,79310,0,936492480.00
32,0,79294,0,936303552.00
33,0,79267,0,935984736.00
34,0,79252,0,935807616.00
35,0,79191,0,935087328.00
36,0,79139,0,934473312.00
37,0,79117,0,934213536.00
38,0,79145,0,934544160.00
39,0,79162,0,934744896.00
40,0,79239,0,935654112.00
41,0,79159,0,934709472.00
42,0,79151,0,934615008.00
43,0,79177,0,934922016.00
44,0,79187,0,935040096.00
45,0,79152,0,934626816.00
46,0,79153,0,934638624.00
47,0,79207,0,935276256.00
48,0,79167,0,934803936.00
49,0,79224,0,935476992.00
50,0,79218,0,935406144.00
51,0,79269,0,936008352.00
52,0,79278,0,936114624.00
53,0,79307,0,936457056.00
54,0,79320,0,936610560.00
55,0,79312,0,936516096.00
56,0,79225,0,935488800.00
57,0,79348,0,936941184.00
58,0,79359,0,937071072.00
59,0,79327,0,936693216.00
60,0,77729,0,917824032.00
